DW_TEMPO;Ano;Mês;Dia
d4857a316f98e6cb9d46633ec253c872e9518fc30f652fc35aaf3879f3c97dad;2018;11;03
f7b6aac099c7be868c4d2d7881e2a391e334215e3f6b085832f623302529c837;2017;12;22
a10b7c0bbd45d2337ff233d95f970110103710cefff3f6b7de6461f8fd2cc0bf;2017;11;29
20822e3627c55e890393f7b2768323f669d97a2a50b5b6de71540e17f1ab89b9;2017;07;23
5c1a629be31edac33b2e9d169f0e247b9cc36b06e6251dbc6e4086c6940379fd;2019;01;10
153195bbb8349a6d4d26c87cb750ec29342a6a7703383e70e4ae28ac1c42136b;2018;08;01
02462eda4e4a7d38b7e5fee62eefbba0c06e6e9977959a57a58871873a6f1c7d;2017;11;23
2cffcfcb66609128ac55531799d064a0f6807e3ebae5744c8b5061455747a461;2018;03;04
4be8264d02ff60566ebfeca97c1d7b63856fa24b0f236b11f927fcc0ae09287e;2019;02;27
69557ac4ab4de48d5bd886aae56530687252a0a70fc1bb09cb4378c5cf959f5a;2019;02;11
e83d7bac26a5a0fe8b5533905d77c080c651811bf14a4979a05515ca11965b2a;2017;11;05
5e49f08dade400ea5119cc24d3ba8d84d005554f8e0bd35cd0774886259ace09;2018;10;01
545a7c764000edcf4639314189f2fc153cebcc4150608ad510d996861b93d0d1;2018;08;04
80a4395e387a2c9561178faced3d57c6c779b436c8b502557430cdaf16b0da00;2017;12;17
2f1b425c0cec6048c2c5ecd507a814f93b6c192e0f573a27b7734b5696786d8e;2017;05;26
1b4d2256c63afe2bfc88bade81401d23c711c4f98681f28f7a2b10d9ab917630;2017;08;25
88a324b67e03017c8a27373bb0edfbdf74db017ceea5df8e7001a170b99f616f;2017;04;28
022d6f64065eefd754fa8af9e9592ecad4c5aaa7a339099b4cb8ab16995cc78c;2018;12;01
a30db8170dcdb17cf496a8d15348b39354ef8038c8b86eed5eeaa2f3028ef7b6;2018;03;28
bc86d9f36eb326f964ba0eec183193989726a1c3df74cbea826d07f1eba820f1;2018;11;12
845543c8ee91a964e49397a4e56444e3e47dfada33c14e25fe3f5a314df64aca;2019;02;03
288f28f53ca7f2dc383cbe8caf197853f40b597289606c97cfffb833028e2b7c;2018;03;17
78acbad8ff4081a441688af2f072a9090dd1d027b4f33fd79b97d661f1cff924;2018;08;07
0bdb8ebe2d6f94f6ea3b79205c89b9132381488dffe36597b63f80ae5ffdb6f7;2018;01;06
d24c20d120927b30f0592f00e0a31fc33d61df5d6da5f02111aa58516c7dcba2;2018;10;28
e7b0a78ecd1b81f8350b0e8aaf9c837c592ddaa8071b25065e10b88822e9a6cb;2018;08;12
7223998e9fc9d06fd9d35ac03618763d6fb24af911638062c111e6bf2f8dd5bf;2018;12;17
42db922cf76f6c7b37d292529192a15ed2277896e582df23ba567dfacefa8747;2018;11;20
84bb130d4989481d3fbeb1538b947b019b30bfd0c291b798741957ccc0097635;2019;03;03
04066c8da85182a5b22b0d212e89f5a7d15fa6a9d0c74999467a82a8df69a661;2017;09;07
7a2872b4b1b513583ece3b42e4176a8e8c9520881c1028484843beff179c8ea2;2017;03;04
0006b34ec061da2b9b750598ce1f3e661d232442a1cce41bde69781ec38680b9;2017;06;22
e5414dccd98a26e218cad6aa9d3658a4e857ba03999a735d4b9892871dc9160e;2017;02;23
8ca17a00341f636030e31d58d7dd726b71c805d7497cc27304f13b58128bb1cc;2018;10;29
4dce2089a5dfca73fd6a447ca52e741cfca7889708a0b59b184c4808e7489fef;2017;02;04
d86d739e7f0b8e873a8edb6d5c9da593272546c86c04847aec750dc737b42678;2017;08;03
416617ad846b208ce2ab6c82b915dbb9bc0802653630903ca8f9b893303700e2;2017;02;01
4ec8d869af1004f7d3bd515e88e629b40f1b36ceebaf91f89221db7f61dde881;2017;04;05
b4eebfe683ed784d428d1284f2c84151a9c6d6385e384050952990b2ee504fb7;2017;11;04
5b958092e85a563c284122b982704ddef35297a5861286a2669917954466ab5f;2018;03;05
ee3ee5ee8e5a97d5bd8ea1a085ee3a5127c2e039e40620d289527369ecbd775d;2017;09;10
6b5577acecf61d669e2e1858ed2f8a3f7076d280617562cfcb1a70026d3b3919;2018;04;14
b9abdc94f7dafa08ce5f298e8575834b0f470fa0e1b63e196095d2dbdf2cd948;2018;07;01
507582f66fdecc5df94ccc68484fa5d420b2cf9eceff6dc381712895306d18af;2017;12;24
bc2485145e954f72d590f9a370c3682eb8769fc63e9ff15346720e276372daf3;2017;04;06
819b2187b3ad0e96003952f40c3ef7b78a63ba92291462154bca7f1fbe713d55;2018;04;22
d1ccc1db7f185c2e88866331ef1031d0e28baf97460a1059ee48f530a0382b26;2018;01;25
9efe630285a9e898acc86d59f7efae703eb0715ce8e0df3dec84515f1f57c620;2017;11;25
d68be70f53e34a71ab56973dbbd12eb4d580eb9dba3fad365ad7a9ffe359f0c5;2018;02;22
93c4d07f3dcdb75ba8885885311c43408d24fb69c3dc53f4102a3f1461011fc4;2017;09;02
bb6d56b67f0c24c9801aa9bc95e02834e4cfc237decfe7ae657321af27f03c34;2017;04;14
7870dfa8293cbb99489846a927e6e518b89963d51bb78b411659f9ac458d8f38;2017;04;19
09311ba65d264e7770482c0af128023837eb572e062682004972c8dfe07a420c;2017;10;13
a14e1c523bfb192e65807dcde48ab4c05706568661809e3933101a9eef61ddf8;2017;10;18
2f1954a4d77d2bfbcdba3ff5d21909133d0098d33341c446fb8dec690d58a18a;2018;07;31
e502a64eab1302d85cb3d50853126615a3271f7e60ef344d6859d4168bb237e2;2018;06;12
3dd7b358665ab79f7ec401e1ea2eaadeee2e59051cdaaa53550f201988702d72;2017;12;16
5fd665dabbaea992b25c925314f273a93f71b7e9b0a260905d2079e92e271327;2018;07;02
09fb229485692ab260b9709f5f0c5b8e99dd12119120f799320a1fe88a6926be;2017;03;24
f86bed3ed62979e3cf4110a914a629b59e5fa81d6d5fd4852d9d52cfab095f2a;2018;08;08
bab641fad401e433866a1f2afbc0e48c07c30678188316ca14456d08c7b95725;2018;01;09
8c08be58faf1295d435be84bd8a9c178fc39851c45234545029605a5d730c228;2019;02;28
52499e6043b0852194d265fab5a49a772e8f346905a11074eee9e36da7a448f9;2018;02;04
34f4aca8fedfc7e317475618f52caf26301f154fa0f1b099da3c95f09721006c;2017;10;12
7178353b1b0663f1f1cb4ac4ed7bff6948f9e550665ca558967ab6cd94be0dcf;2018;09;17
171b55a56319df6b736e6c2849058cef852a3b5c331ce67a109ccfe69646f20e;2017;02;25
ba52feaaddb517489687a67d50c0e3527dd5a2000527afffc0aea6a2a7789871;2018;04;24
116fe5142250051ce0682a18d8a1be582c052a5f8f7964bafd626878a978c3f8;2018;09;16
078e38d5f5d576813d6e9741e3ad8695deb47c197790312f7bf449eb78795642;2018;02;15
ca1fd26b7bf431ba43cdf5a6566c02b1037662488b6cc04e2b18fe3c81fa96d2;2017;05;24
129779e1cb98eff64b3403e4f05d355f62ad67861cc7b1ee7302f8cfbafd59cc;2017;11;22
bf5909200ed0157366bd124d39329a354fb48d9974ae09af153cb24b37606e4a;2017;09;30
b96f9a5c86d6b2f22703e595c605c4340f9c0013ac306357323e39f6a1752899;2018;10;30
595641c7424213d235abd170cbcde8303b9fbc73a8776b6cca64cb6c6ab87969;2018;09;11
e375df0899c7f4004b3dd52855529d9c59d4cc8ec5a73a82de8e1ebcc3ca8774;2018;10;20
99bf62afd371fa977abb4f04c4b38d6a50970718fdbafdff9c1faa050a10cc15;2017;12;31
4ec39b11255399724455d9f3b89f6f40efeff51df6b177bf52ab3707b3cb1cce;2018;01;11
65fa4b63a07d201b3af0cbb7548ae668037f87a780b74b26fe105984937f73f4;2018;11;07
673a021dcff323d0c0f280f738a201a6bbc1bc5df3b5981771afed3bbf2c6585;2017;10;29
3145f8e75f66970bdc5b15f5e2fce375a24baf461b1e32c3ddc010c2366025fc;2017;08;06
04cd623f96ee79f8ddf1ac69e9536cda54ec96f1c3d5b436bc1f025e231ccf54;2017;06;08
2eaee4fc2aee718205845253ce4411a4185aa6d3fab75f2f22260be0159778a1;2017;09;08
2d2da8f3c9150b8f7265f5e7e3877cb2e89eddf8b44255aa9af2566933518a7b;2017;05;27
a89684eedce3dd1b121a507f7f7809cbd0ab861c561e32f994ce969e673a6d9b;2018;03;11
beb76e0564f43b72819ffba8c37dd3a13abd370a173ed628b2e8d50fd00a46da;2017;09;28
2e6e892e843e1e491c421233193d136e0e94e03075e36665bd1444e6256ea890;2017;09;09
aca65dfaa275067e576c00eb042a6c55efee7991da6cf2b94daaf63df458110c;2018;03;10
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0;2017;11;26
8f94c663296870d806bb1228168e065d982925c9902e0b85e230a157677f8384;2018;05;19
b74ce6c42239a1801b190348f7571f0dc189490e575123922ee1fa3b51f85f61;2018;11;18
9f7b6333e8d964f17829b9aded984dbacdfefb20fee201edc73ae7bb4649571e;2018;02;11
755a33b586924ca364bd25008850a65e8d6da8e50b1d2f0eda68c10c184afb5e;2018;01;03
6b8702bf64fc491192b6a2b110c1efb48b6ac2cf93db0389bf82807771ee7922;2018;01;01
9b457bf8f8a91ecc99deb891634ba262d199b7d51f2b5e92a7249708eba317df;2018;08;05
053fdda8733c56d4c66db82db2424f9b64eac97793e4cdefe181b94544f33217;2018;12;23
b40b8878d5d8f37df3f9eaecade11c7a3f39dac832eb38bfde1af49fc3447472;2017;01;18
80377d67769d205112fa3d60156863a1e878d0315e79e76b26b6a43d36785193;2019;01;09
6c39919c02f9d9b02d9044d3484037162df9232ba375f8a1fa576127c7412af8;2018;01;24
938204229a6f6787bc505a38e22b3175d6f3ff52ee0a36d8f19692bbbd76fbfb;2019;02;25
f3852e197ed14ddedd55df360935085d0c3adf6092a6546cf5fb2a99a7781515;2017;02;09
0d7c22f0ee57eddb2cbb0ba2b13acedb91185c0a89aa7cfd94facc5b0ad5df43;2017;02;08
ac349793905d776d9d0c2f9c4b0dd9b3968c1b88dc96fa14cfe864bf4eb6b8eb;2017;11;10
a7f031565e0cd2d52b052f22d6561691a571e67be5e8d1a3247fbc2de6dd6cd6;2017;06;21
71ae42b783397830b5f2eaacd6775ef1a3f62827689f0901905b528f0cab3af1;2018;01;04
3cd6f15d19c40ed200b494d4e14b5ff7a375b9d831faefafcde43522d447176e;2018;09;30
c7aaf12ce45cc2f8f0ec37241a7bd25240eee0a5c9319162268481b2c4a8ba7a;2017;12;27
2a1b78a407d1a8e46d557419556e38209b6b4b8a188b97c8489b9b9dbef120cc;2017;09;22
cf893e816dd515dbc83c50286c4d461b24f8f87de0d7c4744b2dfff19c1badc8;2017;10;11
bb0151a37b1af81ca79528325121833d58ca9304280075ef701a57fbd26688d1;2017;12;20
6b7aea7863930736b8a10d0dadcb22bc4cd030451b9d20816877eb5368d6b952;2017;10;27
0215d3033504380a5e38914fe24c9c8acef1181e37b0fe8c3a0bcc6142a31a1b;2017;08;20
8d9a124f24df35c6d10844b329f44ea03e7af03d234d3b23eb3c4494c81ab455;2018;11;24
538258caac2732ef77256dbac3472ccb4d76d64c8207b9fcca861bfab192c4c0;2019;01;28
fb91605bd64ef63e73c0f9f59143e4ff49067bf92ba170a5ff6a39251ddf48c6;2019;01;14
636149c64b140f1451f7bb40f73f117a9bb431236af8dc8206310c017052f608;2018;09;23
16e9a777940ab0224e2bc2d72a03293fa16eb8b919b2f9e605abc56faf0345a0;2018;09;04
833ebc7a193cfa5aecc3322e6bd36203e91af2f613cf56ea5696b896311032db;2018;09;25
e854cdb3d02298162d8a7fbffa855a61c8b1036b0411b1b887705db8f71e384e;2019;03;17
748b43ee7ab1f6a657a799033f29f352bb666cb2ce0f3921292c30d292481b03;2018;10;03
8e7d6cba87142029e6963b19fc7127c1e0faa23ff5a676b54722aaea7fc6c8e1;2018;05;05
a3584fa0fb31f10c9a3a12588f0fa8e5e9e9efc8000450ca46c2695ae484bf0a;2017;06;30
e15b3f532744e24465cee411fb81168fe8666c810bb723f26f47a829236e709a;2018;02;26
c2362e4d5ebdc119f250eefb60e358509acc6b1e1a1e3ec6516d34ba94376e33;2017;08;12
19157ca46da36e658c194ef3c755b19ec8f668094a978d65d1040a149ad06177;2017;05;10
e762012669f7a5a6df77b64e32a281cccb0a384949797f7d8405c72da638b08a;2017;12;29
22620e90fcce15f3fa71d89c56a597f0db09c38514c4a650ad8c125d95aeaa80;2018;07;11
defefcc90d9e79bb28692587f53dd1f260f2e96a3fb0df716f4eeabd3cc240fe;2017;01;12
636b3df77bc25627ca4d73164ec93336493898720d23a4df3cd86c4bc0ad1f2b;2018;05;23
51e08528c5e292b0054a3624c819b00f46fa1dee2f753b1a604241be4c794749;2018;07;24
fc4b079ce066ddd9b54bf89c774c27094df969ef3205ded2ad4defa8d595cda3;2018;03;06
e7eda5a1294126f192740d05ca63a1b8e1dbfb580b19529bb6fff339e9b4414d;2017;08;23
97718171c19d9db8ef6d0e4a6f12b7acd538966efd4414157a42f33e330c06fe;2018;06;06
b8b85a467e7c5d7ae96a36f968a1009a05cde7b35f6a8305c06e24752a3f06ae;2017;04;27
416ab5106ad2440ac93f108a5542159fa6038b880e5febcda3de7d1431a77721;2018;10;15
bd518b1ecf2bf77bba0bd9923b24d16f805f83c152dc486c66f9f8396eec5f23;2017;07;29
d166ec710b471ce0d47908859f1efe7592ac0e819f337be1daec161b000621ce;2017;06;19
e8034922483d8cefef8bda50224a0c08b1f859dedd7f965229c7c0b675f84b3e;2017;04;20
cf2c0a213159c9aae8e470a3c947619ece4168a3761b4e7c4ef5886639809cb1;2018;11;25
9442c7d208784467eda03656a7fb9e65800441076fad2bea873f3af0f0113f7f;2017;06;04
818768b3b281d31d5b40e39360ec01e4156a6b45f6ef969615a36d6265ca3a44;2018;01;05
46a9749d1c3487c525a0d0ff3e380e7df556df1118efb2e7f9981130807006ee;2018;07;28
e4f62d6ee5173705ab235bebc23a8cf21422e37f1b31a5b0863171156d811a8f;2017;05;18
7853ffb7f0b032388a20d88f8b474e4e61206f8c24b05d929c4eb25126271bc7;2018;06;09
050b682a9b3050a77ce5cf74cc83249c988faca788bf9e7996ce66bbd5beabdd;2018;02;20
7f4abc7e7ca20e4a43c995526cc47b581ef3d2ac1c9e59d3ab6dce36a59d52cc;2019;03;18
95ba5ef41a761b388ddb050bbda7d7bc196b504a543f3671a6801e56120aad22;2018;07;18
2d379de3b884a20bfd889b8526343a6e2c4e3e0eca169eac0c5ede1b396e272b;2017;02;22
06d20858dc58a92c37dca0ef740d7979cfd4509836560b2be61f300e424a0a76;2018;03;14
c182e64cc1a37e36fc7971ef6f418564a45dd59a21cf674f00cdfbf933ae2f16;2017;03;11
34400660992126ff6acc473aef384a36448007d5d1fcb5197725c7f63647fe58;2018;09;12
7e7d2546471e8e299ed89d32979d5e5b75518e4cd54ce0a5145c6dbf04c25f56;2017;10;22
53a086c77fce018f91a8911313f3b0f78ca50882fe9d904e92b32e33feacc179;2019;03;11
00b40c332b0bcb0f2cda45bc26c872fab03ca9876d9d35310ea42ccefaffb051;2017;10;05
eda908cdc1f47f881e98442bcceca506322d9ab73b3c47b86c21ffae82c48500;2018;08;20
73acce78f81938b3078a8c1dbf25665d1d73e88769920cf2dc5cb565fbdf57ac;2018;10;16
e887cc8893c4d153c7bd5011dabfaa2d7d11c86cd57f463af7bb359f5eb4f0a5;2018;04;21
3d22e64378881fb005a9dc5102e1940441b4857bd7a3d6476ed39d5301e0c279;2017;05;19
b2df3b86aa40844480b6be27bd67d757fdad1441b87ff5a7f490b537ef8f39b1;CONT;E;NA
518dc73d0fb8f353cd51be744efb8206c977a1425ec56e11eee5d8c8dea9a240;2017;03;30
37406496663c887b3bd2a02b834dc5054d74a47d70ec26d4f34f1349315d2a0e;2018;01;17
5d381fe2b3c374e4e4c4d2073e8dc84b87199d1ca6a6db4c69deeb58d99fe150;2019;02;12
6a5c4cb5ba76b5bf736ea26d33944a19e2c96b8e772a4f26ccaaa5fc16327451;2019;01;31
36ada3494caf56510ab8ae59df9c1c762e77515c81da3344132a6544460ea943;2018;04;17
a5643e649758b9a4ac12784e2925fd6e059c5078148ee54f7feab126f3b355e6;2018;05;16
07862e3296f1e75e0b94eed21341bfb5631b0e51a039870fe253ea570b468f2e;2018;11;19
891e5d368c1080c71d089247a66791d4eb96358364cc9d688943f3ce2c1cda2a;2019;03;10
f45bfe3cf9092e83562f67daeddc0fd2ed29c000d8aa38509363be15bb76a796;2017;01;27
b19f620307dd4fabecd153fb491c0d0e3802167b4aee7d6f50a68e7ec00374aa;2017;12;28
c3329ad693a696ae0f275e1f5d860951bd976be80e8a92e9948bd0558d3a3c74;2017;03;23
b9b44c273069177b9542b57850622fc2fe0cbaf3a829a54cec3cec30fd436202;2017;04;21
ba71af835dc3d53a8e06106769d191226fc362a9597a61701c858a2b22ec9e1c;2017;01;25
9539af5298f85789453116d76291405c04ffead1a6b865f61463164833514870;2018;11;06
08233536f7263a69c6476c602058711a44e27b56fd07b58950489ba6dbc1b893;2018;11;14
43f46e907780a20280e06291167658b8b489f7d981a5173e3e2d002896df054e;2017;05;05
2357d6ff6f42335d17c5a4a46e11454bb3be01778cee937afb82f77812b94878;2018;05;22
cb5266c6eb9c7af3b86e93c84bbcdad0f7ae3b3e5565a85fbe8a5a6b0946a07f;2018;02;25
d80da3937bf1304ac43a93467a857b6984a964054699d60f932ab75275991d1f;2017;01;22
83ae8276d1a7582d265cd39deaf59966076c70d18b8bc9c9e2dd2ebdec1f456c;2017;09;21
e25486189041a698bac81059a7a622b05fe98b48b7f67ec0648d2bfd9b132ab2;2018;09;02
9454434815667ae0c4b68cde775326b95beea49a10b12fe86cb23a682a34eddd;2017;02;11
a02747d67045072b1ae3d98a89011e7ab4a2266eb3f0c64fd260262ae5961e74;2017;12;03
a6e515c7b7a7f77ee68107f7bfbfd3b2b7edd62a95d3b8c23b08837bf6d580fb;2019;02;18
58b959debb8362ad56642447f0d53665f9e65c2e31b8990e523c5c9c5cb16753;2018;08;15
4892dabb2757b40e954c8938b797dd89f310895409cbb58d9b76356dc7114c28;2017;05;11
5675317c496baebd2e7540cbc5993c9bdfdec50e8808d1492c05d78dde9f5e6c;2018;04;18
5c8bc5ce08915611f3b44483abe1848aa953fabefd28198188165edca0bae931;2018;10;21
25812c841ac2135d370caf861f9c323bd7ad013c738e4e1cdd7d4b061c7e84dd;2018;05;29
c6cdba2ede0d154013aa72d9111fbee15b275810132ea49b76fd576d583febfe;2018;05;01
acc64a8a292c9814ed8a52b6bd37ccb9b8cd83273f5cb29efb08e8a00f7e9f73;2018;06;18
daac81f3695832ea7e9f2fef2873ceb9b312108b5b8984243370eff6d4022dce;2017;12;06
c0d856e0f88fb8614caff6a26d536b0bbe06e96338943dc359c9d4e2ede80bd3;2017;07;20
b174ae4389fae491779a889904bb654a6671d2ff2b611a7bd399fa774ef76f22;2018;01;29
bacc4ff1c3775ab7fd24b6df0e93f5c15a18504eaec69a617b0a0ea49e71f4fa;2017;04;07
590ca448e31fa4bb80b5777151db22f22c49e21cf7bc0d0cf5c8fdeea7b10ae2;2018;04;23
fc20ff9d68320fb5f82da5fcd70fc69fb62a2d16d6a6667bae5ba79de898e81b;2018;04;30
3eb234d9948ac8d4e2204aff5306c030379d406131c55611f519808a3c0bbfdb;2018;09;08
7ff880d41133a6779aa0af029f010ea528b04f5743b1cd31bb93fc7020a62c9f;2018;05;20
140d7c2c442bd7bd09213e300e47a0fb9ae1bf3ef591c6c34a7d73f5ecc0d333;2017;12;02
5f62435c81778d012f0297716aea330baeba2368478390059d8acc578e90c99c;2019;03;07
f8c456223e8fd14a7a07646a1eeab2397d8ec5e851b2835970a889283e69b36a;2019;02;20
5f67f7ee7027d6486568e38052d6950d08389fe1e3346afc4ea3471e299f35f9;2018;08;14
ba9c4f8ad96d7ae6f918cbf8662278ede07a2741337023923def36250ab2e39f;2018;02;19
6e684b0511395c88f2b5c349d9e70420796ad29d6e2e40fd8fdafa3a01f8a662;2017;12;01
3a52883e51dd2cc4e3c5b463b7f39dc691c24c9019bcb615c659526114d63d72;2017;02;18
46ae2f343fd415313c02808e94409214818634fb941c47fc96bf9e20d33e2f46;2018;03;07
3dfc57be34e2aef56f1c606e4b83320e497f0badb69e4d1a26f59d169b43cce6;2017;04;30
6332323dcb4af8f128aacf66e92b6e086a6d42ede74d069d9f4c35d22ed1aad9;2017;11;24
ea6dfa54761a232d13bc9ca22e88a151865a5d110691546931d6f41acfc58c19;2018;02;12
e9611cbbd63332ad85c5228c682fa17bc0f74d46ae3aae796d4cb0889d95b673;2017;07;06
8941d1a5699c19eba45da823c40a3ea6525ed373911bfa0a3e2fd0ee99124f15;2017;10;21
8405f427c86846234061a875b6d705380cc16e030cd6dc81273d2717c794c5c8;2018;12;18
40c7290811eb25d13633e4ca6e8dd8d0604555bb0465a33c3af1643851b181da;2017;04;09
3b908d1ab86d0f2b2c67b82f0dcf63d9b01a4c2c331380b69965dbde145f555e;2018;10;08
3126607f624538dd05c62182a9925ef1084463db44747c57d420a2fb8d915a72;2017;04;08
7488679aa7ad33d3a026c5042bce6b8d17b3e2e378aba21d76028d076213429b;2018;01;15
61f189c964499b675690bae3d3be665ee45fd44e81ce68a61458206bdc390363;2017;07;22
38462b60df9542513fda54260724fa5aac6d8b17f4e4fa25a830dba82c3f8078;2018;04;11
a42f2c38a78ee3bd3b1bef196e62b924f8f2422de661d6f61c210b7637b9c469;2018;01;02
777171e3f38032a05f1e8f8f2445d98bc757fa5eaa1efce6116f7c2e21e6662c;2017;12;08
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae;2018;02;28
6bd2b69742f63f2059cb1933e8b97c892ff3ffa34e17c91ffa3f4ca220242916;2018;01;22
d7e1fd8138e979d6b95fdba069198279d8469aac3f127b9262e96d6d0320eeb8;2017;09;17
b03696f687df89dc887f88399ecd1d1f43b1600f183c916fa9f459e0fa55578c;2017;06;23
2e7b53ae5757295cdda99f00841c3f4883c8b3f4ed31ff948ec4355b2597b4b1;2018;12;31
bf8811e159de126d083ca6cd92f0fe19ecd0200cc8eda153a5553094f25335f1;2018;09;24
a091d90283eb5f8a974c990ae0d06eba3b74d0dab8f71aff05940a34e65bce2c;2017;05;03
02a2f508f4600c15599e81419bb75b08e47e9cf37af76caf15de2ffa2ca1f0dc;2017;03;16
1a0fbe5f333dc993342a418dddcaeb1ef9e6ff00cc3213d765d11c0795ebfdc2;2019;03;14
77c9739b46a5236d7624021096ec8e6c22fab261474ed3263d6ace81e02f801b;2019;03;12
68910e0ee70f4f8e04dd0af3bc40b26dd544bfc4514858c00656df919dd0d615;2018;06;04
f2f01ac0d8f08f937409371a20e3115884c8be5debea56be54db662e75b4fc7b;2018;11;27
ba0804deacdff4fc1407525d1e19085bea1ba74e268131b1fa5b16fa50d423de;2018;10;31
2ebd718a9a3e97843b1704b6129a736fa4a270d0a2b864c8adbc0db03db585a2;2018;09;15
e77d00e6045364e395dc432d29ae5290faaf0e14b2aafa2a1765887e6ecd98c8;2017;07;13
f6284e1621fd0bd739f60a6af81208cb3d54908cd7ada0cf3e588ae47c80f4e8;2018;06;24
522853b48d3cb3a77e7c96c5b04c130b380f357fd7da74c85723e7eb1acb11d5;2018;09;22
b7ccc02f9df135d8583649cb384519eec7a936bcc7c139722281f9ef7c53270b;2019;01;17
e4ed91809901856e68743738fa021b0a39a6a4f2226aa1aea1d63b1ee4df4d0b;2017;03;01
850f1d26cb5f9a48af49991ccec74bcc7b2d4ee4f53ab7006e61a64b02a343df;2018;12;25
95bd316a8516d956582a0cd62b03a7aca86859f2b7358a29e03d01941b73f4b8;2017;05;06
bff673b24cfd33ae8ab7c0a1045b82dfc8b8f8ee1747db789a916485ad59bdf0;2019;03;19
d61ccc2e15b5c143945aed54cba8e7d62c6001914f3c9bd6596eb85a9077587e;2018;12;22
a64cb591fac29790ca8d4576c3cbd694c0e262cf93f5f06c08e8483dfde57cc2;2017;03;26
558b83bd457bfcc60b38952163f1992966ef731bf0c0080c9b960c4b98e9b7f1;2018;03;24
ed26c88862eddf40e2c303751811780576a439d45d03033a4d97b3fc1815d6e7;2017;01;13
2d8ac689bfa1af6d6b6577689e222cfec5a321210c43a22387be99bb05e394e5;2019;01;06
f3fdbba5358933a829914f139c7bfcf62f28e1d174cd13f00e2fb35de7dc7ee2;2017;09;20
399aa0aaf61bb89d49382ebe68ae3e2779c41cba894860646d58cf538c9ca7b1;2018;01;10
6b8161512d542db2064a9d75ceafeff5d17c94554f88d41e40edc065529a6f8a;2018;04;16
e3c08ba028483622ad5917417503d29aa1d17a775f5deccc7487c476856e85c1;2017;08;30
fb996ab9d711ea26fa4801969577d66e043739548c697bcb864d30b380c8f73c;2019;03;20
f18e21066032865c57cff704a24b48e0784a14e03a7cf2269005db911452e26e;2018;11;10
83381050ab21963c7b918f4c6b12b694dd699390d57b19097d8356791870bb6b;2017;11;18
f4d7265e1c4d738dba6d5565442b1de5b8c5d90e34edb204507358a7f23e2ed4;2018;05;02
4beca5e7ff6523a955c33adc009fa34727f6db50b6b54555228126cc82d1e84f;2018;03;18
68ab6913579200ee3f4602a59b99e7daf1f75f4c7c35624f4487d6d78bbd3bfd;2018;06;16
e1454803cc739a1c913ccdc31aebf457d50b168df17bbdea5dca12c10dbf56cf;2019;01;03
f1b12dd0adece427f647013ce549c8e7dd4403f3060668ea8262d18bb19a1614;2019;01;27
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92;2018;03;26
f10a5b392b8103283c6392a32e95455fe27da8385a3fd4ac3c9edd84b75eaa00;2018;06;27
372b4f2f5b3073c5fce2a5f1292cd20ad50765400a7553901933c3bb3ed03aa5;2017;08;17
78468581a017cd2385008d86118566b261e462ec9355742981f333ec9bb8d67b;2017;11;01
f01e7e1ced1e7d997b07db7be053f4a0cb612e1fdb0c8464dd0bc9e5681862dc;2017;03;02
2f1b0ec7eeaf7578a753fbe20730a981d1436fcf87f7a5c46309fd76293dad2d;2018;07;16
dc7d1aec29ed3391e8580f5ed1bbec7147de018fa75bf47cf30c29c68e22d1a4;2018;12;16
d9baeffe683aa6543d25d6bd3254dd0319f29876d5cb0e90a7232311b3eee923;2018;01;08
c1054c566e226dcef61eeac745cdd61bb16807ef17beab9fa235d90aa8f338f6;2018;09;29
4ed83519623f548b167169fc2ffe3d471c0ce7a40988ef311d315950ffedcc5f;2018;10;06
5c749a8ad297bdbd52a1a4ae9334d94866c5c384bba041eccd554e6b3f6af356;2017;08;26
0487985a682197ff5cca5a1ea1e13eb39398e0b5e00819f2f128fcd0dfabba7b;2017;12;10
5e9f678c05a49d26fc2cb5ab26f9e18c4a64f733a48f886fd2a112779a08ff46;2019;02;13
ab7a895f331327617428039f047980fdaa8925cc06669c01a83f0ae998f85dd5;2018;03;21
35843218c86c58fea38af913787265ceb28f781f65d2e6982123759268d44ae1;2017;10;28
aada99c8768c02abcf1d40ae134ca2384d293fb2b2d3e1a9a83978fc7cb53f50;2017;09;03
4f083ade76a5bfe8cc27b2378d10db57ad9d9f69ee29f32687afbb8b88c0af52;2018;08;21
418d8cd81957e91c0e299b6d6fe2a95d8fd036c4d46531842e54dc4aa68901f8;2018;02;05
b0a8139a90333268d86651dd057261d27e3c053de86c341bd49ba909dee09e50;2018;05;13
ca4162180de8679ea3b815df971a5f1cd48ad9808b6fd30e700670a07036ecc5;2018;03;12
a809111888f307e04b5f1ad0c1f8bbe6e15952029fd482f4c5e0b5ebe651c28c;2018;03;27
f45f1addb568092b351b23927e8694fb993982e1c234fe44f79dfdd1b23a3c5a;2018;04;07
19c849d34b616c634fa5587ea7a2dfad70b0c72a991788a14282854f68c54746;2018;03;20
