DW_CLIENTES;DW_LOCALIDADE;DW_TEMPO;sum(sales_amount)
77554d0583c08f6e69f35973cc2f1165b9a1c88469cd229d2315bc4bbe62ec65;9efc237cfcfe48ee1c2e0d0f994cee241b313dccf354a581ec69e6142727b03b;f38538e459f92b18ec41e07176b4a6caa60692b0315c99204f7c2f88b64d106f;1247.79
a57e1335fbff88e86c419d623f3eecdc4c982eb4f320c5472817ba1d400ddc23;3cec1795ca9adf8e14e40c175dd9f33f6622118653ac0a7daec1411c6b159552;e83d7bac26a5a0fe8b5533905d77c080c651811bf14a4979a05515ca11965b2a;599.75
6f8a4b7f31c8281427846e4b8ea2a94a55c1fa437c27f3321782529e0d559822;962b1fbbae287bc7fd4095fde55ae29f017a27d8b836e747863d06c867d57d8b;3265242d2e6702f142e2f2ee0d40cd042aeee6ce4552e4192c266c206e1da60b;739.92
9cfafdab05b3d494f9f91c6f3bcdfd12c64bab684e50f51624ccd7139413cee2;fac111b0903fed7962ecafd8ca4b4cb44861396a819567b75a8d6a905bef77b3;3fe34957b7935633c7963187ffda3f4c1aa4adee2a03373746c7aa8fc533919f;12045.0
14d04dde10df8097e534aaeb40ef6f864b3b3909de5a11190fdacf2d4033c6f9;b457b5f271e5cc01d122f95146e49eb02568a39e05b20ffedf4fc9bfc6379513;fc4b079ce066ddd9b54bf89c774c27094df969ef3205ded2ad4defa8d595cda3;11084.349999999999
ba622b2c6061b990d969e61da611829c6b743bb4332c98e80b69ba0e49ef2a0f;10f9928ace30001bcca8d9b80b05a4c3d327a76f3bbb236d122b0939f971ed38;c3329ad693a696ae0f275e1f5d860951bd976be80e8a92e9948bd0558d3a3c74;22412.43
b58d4fbe2efa17d486ae159d042a4cff172c629ea47d717640f6590c41da56f3;b120619ccf42aff3f8f10ba7044c46c263af1c4a5a048457d63a5adeb5f8855a;f6edac64a4a964dac31328867f1632164b564320764a89c64f0c26b45e97e881;10360.36
121121f1c7ed5f63f9ff5f45c44f8ec98bcd15ed657773d1b2d710665b51b29d;dd643c76aa8744623dd5cdd713ca140abfa6fc4fe5b5d1fa17b56522db233ac9;4c097b0fef4d6e8f95c3da94533b41caf56356cd6a3807e40f6540ef5985b578;3583.04
957bec2af7734f05464b57521d63c8948cb3cf56d096a4b618facb8947090d59;64e67702c0b1d95634a25ac334001dc9791a5ef65b1e8efcd2421a5699ae470a;46ae2f343fd415313c02808e94409214818634fb941c47fc96bf9e20d33e2f46;628.23
62a64d8717556f82bf2aaf0412981e047705b0a40ac64c59202a847e31a4c20a;36c8054374c6e9c7b1ad9c413fb77463744b0421a61ce638ea1710c9a01674e5;1e7b5f16035cfb0b00a3fc060940a99080d405b0b280e2da017c3f08cfa0de3d;223.34
e54b333fadfe3622143d15450f780959f034b70ff28156cd0e63f8fbe9c4fc21;b0822ee8c0f11f48fdb096586b53cf23ce4e4c72d49566d7ee19bc120b0f2f48;e1454803cc739a1c913ccdc31aebf457d50b168df17bbdea5dca12c10dbf56cf;201.48
a7bf0b631c877e9d3b403f923c6936635ba9541ab808c967c9b2023e4ed68d72;d3cdcc302acc42d48930b1573776ce061afcce164cd8b9d9a4d33feff1ed2812;2e6e892e843e1e491c421233193d136e0e94e03075e36665bd1444e6256ea890;2467.25
451aa45bac5ecd10e91bdac8adaff99221077ac1b1f8e164ab6166e70c5560ad;dc5ede26709c9c2e7482418614b5f33eeae01c023ea66c30d45ebab8b13f5d7a;ede04fbfeb90f5af6e8f5d281c26d1020b0904af64694cd8174653c4682287d4;1767.2
b8dc037eab3bca02eb4fe5b72f9edd2467ee4f8e442724d6242cc906799a917e;06be9dbb1f44dc59bb0461b42abf022ad80b225fbb844abb625b0b88ef926059;4869b1caf73a7bf0b44737f33da052d29b65daa2b7f7846256868b1f191c0125;615.53
a01c36d210e5c655e4c3b29441be4ceb33aa0eb4e80908218c2da07f9486c7bb;b041c692348571f7e056a404f47ee0894e91987aed1dcf61cff4701fe830c0d7;d940e7041d2a5fde9b24866f2dcf584996d2cbc0142cacc9de2a410a8143972e;201.49
dc6f9d9e440237228286cf2b3421d739742f68733d423717b9d944e0d49f70ef;b120619ccf42aff3f8f10ba7044c46c263af1c4a5a048457d63a5adeb5f8855a;a30db8170dcdb17cf496a8d15348b39354ef8038c8b86eed5eeaa2f3028ef7b6;314.09
822f9b194e7b80a85fe9dd0e6e449467202335c2b4627fdd695f95afae0e5bbf;b120619ccf42aff3f8f10ba7044c46c263af1c4a5a048457d63a5adeb5f8855a;2f1954a4d77d2bfbcdba3ff5d21909133d0098d33341c446fb8dec690d58a18a;315.73
822f9b194e7b80a85fe9dd0e6e449467202335c2b4627fdd695f95afae0e5bbf;b120619ccf42aff3f8f10ba7044c46c263af1c4a5a048457d63a5adeb5f8855a;938204229a6f6787bc505a38e22b3175d6f3ff52ee0a36d8f19692bbbd76fbfb;210.86
daa2a327369ed62a967a56d9122d1bc5a8d904b419f9f366cf49f2e35109e49d;f094c14d05dd2dc8014c053c3304bcd4890510d1554bf09a54734e7bc685445a;8e7d6cba87142029e6963b19fc7127c1e0faa23ff5a676b54722aaea7fc6c8e1;256.97
fb22d8aca13d43f422cc3e080bc08a2b5bb23cb2f5c69a5d2c6220ec84c08080;eb46f48ea3d4b5c976b3110846fc083d17e856092b727ff88d07f3b24868d788;7ff880d41133a6779aa0af029f010ea528b04f5743b1cd31bb93fc7020a62c9f;1867.7399999999998
1602a34279949eaef25b4c0d59641e8a84a9696bce1defb4ecc1d734621fe7ed;8254570a3508fe4c4a41a75f16d000d2d316a5484a63d8682a6cd3f2f6f7331b;9454434815667ae0c4b68cde775326b95beea49a10b12fe86cb23a682a34eddd;5374.17
41ae0c61fbcf86de7a95a67a50e517e6d8c16949d4f1be07c468ce12f70a6c58;0a1511faefec9b286820ae534c3600d3e9b260799aed0e53cfe05118fd507829;42db922cf76f6c7b37d292529192a15ed2277896e582df23ba567dfacefa8747;858.74
9dca3de4529ddf09747afb743b44233b9e5b20143402006701ece3b2dc88bf5d;6fa8e016d7a4f2349c4d9788915ceba7738b81244b6da63cb83d2ec7797718da;73241943115217bc08d118e76e9dd07c038830c3802e7dd9331d720ad81ad570;23569.64
fadfca947d9796ef0293dcb397891177b96752bdae2d537a1131c4e000b4dead;9946a4b467aeed26248e8f251a49035683c76dc92915db79cfee82e8e46fba9b;1a98e28a39cef14614824f234b4ffef26df72aa75e7f04106849c2d588c071f1;333.0
dc9c54647543bc2232955e5970c33de4801340b216433002ba7ef40ac2cc21ce;a14caef3f042a570b242778497ae69205286475b5e48a1c5385217042d3b98d6;bff673b24cfd33ae8ab7c0a1045b82dfc8b8f8ee1747db789a916485ad59bdf0;3721.2400000000002
58678b7045a7cb9e33a1990bf667da8619eb223598ac92a339f756b72542bfbf;e041b0d1a38d3cffee4141caced3ef80c5b79834d8f61bbb125cb92303f563d1;0ad0185a7b95d9085dbcf16a3efd1691ee84a36c76151f3ae2d61135d5fd1fd6;286.61
f06be7d486e4c37f6ae524452a4310f3ea1f2d563efd48de16a7ede66f9a05ba;776a39fc99963eb7ab7eee7b65321d1ee5ccbc6d6a62875d2df2cbf19974dd0b;0bfbf151927ffea9f09d1a48a26fa84a2350003918bae31ed89771196f3cc991;219.53
f06be7d486e4c37f6ae524452a4310f3ea1f2d563efd48de16a7ede66f9a05ba;776a39fc99963eb7ab7eee7b65321d1ee5ccbc6d6a62875d2df2cbf19974dd0b;d53277ae9ccbf90912246fbc98b16d0fa06d0095f1b84f88bc1be8d3e54391a9;229.95
1daea7fb1ae751f0151cf312903f9720024d5b792e20416aa6f43e372d4f3d6a;51af095c981dd77424fb52f6eb87fafb69ad763ae3ca37e492f3ecd064a6ec90;7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1;204.72
0661bba2b7122fdf78c36552fbce8d8b1514aa967d4aafe6a33c3c675a58ea79;f42369e0283049980ace0e4309b42bd1c438d097753603cceae9b4d52c3bfbcf;0bfbf151927ffea9f09d1a48a26fa84a2350003918bae31ed89771196f3cc991;310.98
a657fe75028171e5cd3fedd6d91d16f16da60989fab8a70433cff53d29431d6e;59c0a8e5b00c989e3b91637b7157bde8e397328768ebdfdb23a4b5087db8be98;2ebd718a9a3e97843b1704b6129a736fa4a270d0a2b864c8adbc0db03db585a2;30978.969999999998
a657fe75028171e5cd3fedd6d91d16f16da60989fab8a70433cff53d29431d6e;59c0a8e5b00c989e3b91637b7157bde8e397328768ebdfdb23a4b5087db8be98;1a8b3f668ace0275da29721b2ae7ff69dd0bbcb6760394d9f3b715b5d5482e50;22382.460000000003
8c537c6162f83318e31d9e81d389eed4d0669aaf9fea9d8524234ab09bd69f7f;b32e255b5314e2e5f9d20308b542bca8e40eb70f3dad201916ebc364ddd34e29;41d6769b79b5806b644ad10a6dfac13c63094b4aa12a792a9d40cdb3879a039c;265.97
9b3d0f89fddfb210cb48524f24d296475cbe617155a37eb2afa81b2acabe47e7;60a64ac3a5d66f99ddb0433817c2857fd0b1a218bde1312dd5a81022a67f7130;61f189c964499b675690bae3d3be665ee45fd44e81ce68a61458206bdc390363;4529.759999999999
93d6ca8e009bbe6ea13f89c330649db9b569f8937083746d2589ca0b802be07b;ced78601bd259ef9c0890de669c5db6d0a448ccacee4eeba842763a5962af355;b96f9a5c86d6b2f22703e595c605c4340f9c0013ac306357323e39f6a1752899;1052.94
ea20895439a02a2206bfbeea73134aaa550e2fe4853d4d88fc88f68c979c7709;a56c649ac3f010f820e5612d08f64b20f9f227a729fdc97ff52544ee041b619b;4869b1caf73a7bf0b44737f33da052d29b65daa2b7f7846256868b1f191c0125;249.01
e08cc3257431d16490f8eb55678681a143e0f31aeed7229de4ca8184c1540d28;ced78601bd259ef9c0890de669c5db6d0a448ccacee4eeba842763a5962af355;a1453393acf3cf457398470a96adf0b37dc040da3427a73de45e5bc50f8a0b1c;422.28
a8c79e5cd41c2e583f2c3976749f2b3e1c971e095908cb154107cc0edbca5446;aa0a642e1c3f8c1f8daabe1947bcea8383605cc613ca2f4491254397762f4be0;e502a64eab1302d85cb3d50853126615a3271f7e60ef344d6859d4168bb237e2;533.64
3d1f6c799e00de9f533133a9b5946319985775ceb3013654275e9632299416cb;a0e4b3e73229613068f4a022faaf9a39f064b4b27e31130f009c439ca313381f;2ebd718a9a3e97843b1704b6129a736fa4a270d0a2b864c8adbc0db03db585a2;1337.5
c7e24ebe43f1c29e658a6e11bcf82d6bc18c47df92b984534ee9a7ae5a5f62c5;4d7fd0c47dd096d67d9cafffe7ef970cd0ec4542a0a70c397da281c1f4b1edcf;b2cf0b87233ac4ffc29330deaba0eb5eddcf17b129af3ce587dc921a3cc4c540;616.55
6810bc01b5745680c442db171e56d2048bdff0b6fa5f8b7987424a3357906abe;aa0a642e1c3f8c1f8daabe1947bcea8383605cc613ca2f4491254397762f4be0;db3c8b9d519996bffd9dd4e58d8484db9ccb7cb47a6807765a662acba60b0264;7456.259999999999
db961a6a61998a3e694dd6f2598792f9eb010741430c90993c47d11143ceb92c;93202df2ec7081b28b47901b5c287a5a14c64d3834d2dfef64e198ca948c3d6e;8d087cb93d532493e6f2c3a2718fc2e2e44bf77c469b316db46bf21fc4f72007;3233.36
ea2aac14e15bc66c7b8ca5ab172085e46d73e6ad7adaaedcee38785c3c888618;93202df2ec7081b28b47901b5c287a5a14c64d3834d2dfef64e198ca948c3d6e;ac349793905d776d9d0c2f9c4b0dd9b3968c1b88dc96fa14cfe864bf4eb6b8eb;36892.8
a6fe5f0f8ddb2d3864597558f782eb4bcd2699ba7b7f45fcae6aa5a40026fb5b;b4e4024d85d0cb2acb0d5211b385ad03d90a174dd284f5c14733103575deee36;b74ce6c42239a1801b190348f7571f0dc189490e575123922ee1fa3b51f85f61;593.23
a6fe5f0f8ddb2d3864597558f782eb4bcd2699ba7b7f45fcae6aa5a40026fb5b;b4e4024d85d0cb2acb0d5211b385ad03d90a174dd284f5c14733103575deee36;7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1;1474.17
cdba1b7378418e9330d4931a378258a429c8c4a756878b521819d7f262cecbda;14db60f303f41bb3741922368e7956a17d609602e0913156ba99a8322c469f47;b4eebfe683ed784d428d1284f2c84151a9c6d6385e384050952990b2ee504fb7;18797.440000000002
3a5d5c2312862fc2d623917860c89406a6198dab83e3338d2db9ad90e9a51352;93202df2ec7081b28b47901b5c287a5a14c64d3834d2dfef64e198ca948c3d6e;5445b80f664f9cf39694bb2646a34b5a65a86b0dcca97c715ed73ee5f85f946e;3200.6200000000003
7c055512b506ceb85dd4250acb1ca3268d3276fb0ca656a109cec7a94726855a;93202df2ec7081b28b47901b5c287a5a14c64d3834d2dfef64e198ca948c3d6e;0dd08de0247a4a053be4bdbc8ccc1f83ab5f3094fc82ead3ed1779f8223efa12;724.78
7c055512b506ceb85dd4250acb1ca3268d3276fb0ca656a109cec7a94726855a;93202df2ec7081b28b47901b5c287a5a14c64d3834d2dfef64e198ca948c3d6e;050b682a9b3050a77ce5cf74cc83249c988faca788bf9e7996ce66bbd5beabdd;328320.31
c4c33f573f3c342889909747cd27806a506c6db06c625c3f7f46ebbdc56d745d;acf222e8c5a309086e44a3f91adb93013569fa87771aba019d0450fb8b0f28a3;c1054c566e226dcef61eeac745cdd61bb16807ef17beab9fa235d90aa8f338f6;3737.66
d198cc7c33a89ab1b820b233e47d4808cbf0e5552ef6729079df9bc7da561e6e;78c9ef6ea209c42bcce84e80a4fcc01b79ae41683a7c2a12769fb9924e30bfe8;1a97432afa3621e646637b27a67065d8a62903379f9b2d6f4dd4746d3d62fff0;1162.42
